$Precip data for Worcester Airport; FROM: NCDC,2017
Auto-Generated,
JDAY,Precip
1,0
2,2.94E-09
3,2.94E-09
4,0
5,2.06E-08
6,0
7,3.67E-07
8,1.47E-08
9,0
10,2.65E-08
11,7.06E-08
12,0
13,0
14,0
15,0
16,0
17,0
18,1.15E-07
19,4.12E-08
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,3.44E-07
29,0
30,0
31,0
32,0
33,0
34,2.94E-08
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,6.47E-08
44,0
45,0
46,0
47,0
48,0
49,7.94E-08
50,5.29E-08
51,0
52,0
53,1.94E-07
54,0
55,0
56,0
57,0
58,1.12E-07
59,1.18E-08
60,2.06E-08
61,1.12E-07
62,0
63,0
64,2.94E-09
65,0
66,2.94E-09
67,0
68,1.53E-07
69,5.88E-09
70,7.35E-08
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,1.47E-08
79,0
80,0
81,0
82,0
83,0
84,0
85,8.23E-08
86,5.88E-09
87,0
88,1.62E-07
89,4.41E-08
90,0
91,4.41E-08
92,5.88E-09
93,1.97E-07
94,0
95,0
96,2.15E-07
97,8.82E-09
98,0
99,0
100,6.76E-08
101,9.70E-08
102,0
103,0
104,0
105,0
106,0
107,0
108,2.94E-09
109,2.94E-09
110,7.06E-08
111,3.53E-07
112,4.70E-08
113,0
114,0
115,5.88E-09
116,0
117,0
118,0
119,0
120,0
121,1.47E-08
122,0
123,0
124,5.88E-09
125,5.00E-08
126,1.00E-07
127,3.47E-07
128,2.94E-09
129,9.70E-08
130,0
131,0
132,0
133,0
134,3.53E-08
135,0
136,0
137,5.00E-08
138,0
139,0
140,0
141,0
142,0
143,0
144,1.18E-08
145,0
146,0
147,6.76E-08
148,5.88E-09
149,4.41E-08
150,1.76E-08
151,2.06E-08
152,0
153,0
154,0
155,0
156,0
157,0
158,2.94E-09
159,0
160,5.88E-08
161,0
162,1.65E-07
163,2.70E-07
164,2.94E-09
165,3.26E-07
166,1.18E-08
167,0
168,0
169,2.68E-07
170,6.17E-08
171,8.82E-09
172,7.94E-08
173,3.82E-08
174,2.94E-09
175,6.17E-08
176,1.47E-08
177,1.18E-08
178,4.82E-07
179,1.18E-08
180,3.53E-08
181,0
182,3.23E-07
183,4.50E-07
184,2.06E-08
185,0
186,0
187,0
188,3.15E-07
189,2.06E-08
190,0
191,0
192,1.12E-07
193,1.53E-07
194,0
195,0
196,0
197,8.82E-09
198,2.20E-07
199,3.23E-08
200,0
201,0
202,2.38E-07
203,8.82E-09
204,1.71E-07
205,6.23E-07
206,0
207,1.47E-08
208,5.88E-09
209,0
210,2.35E-08
211,5.88E-08
212,3.79E-07
213,0
214,0
215,0
216,0
217,2.94E-09
218,0
219,0
220,0
221,0
222,2.06E-08
223,2.94E-09
224,0
225,1.76E-08
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,6.17E-08
234,1.18E-07
235,9.70E-08
236,0
237,0
238,0
239,0
240,1.97E-07
241,3.09E-07
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,1.09E-07
255,1.26E-07
256,2.94E-09
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,1.91E-07
271,1.21E-07
272,0
273,0
274,0
275,0
276,2.29E-07
277,2.94E-09
278,0
279,0
280,1.47E-07
281,0
282,3.23E-08
283,5.88E-08
284,0
285,0
286,7.94E-08
287,0
288,5.88E-09
289,5.00E-08
290,0
291,1.56E-07
292,0
293,0
294,0
295,0
296,2.35E-08
297,4.15E-07
298,0
299,0
300,8.82E-09
301,2.44E-07
302,0
303,0
304,2.35E-08
305,2.94E-09
306,0
307,0
308,0
309,1.18E-08
310,8.82E-09
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,4.64E-07
319,1.76E-08
320,0
321,0
322,0
323,0
324,2.38E-07
325,0
326,0
327,2.94E-08
328,0
329,2.06E-08
330,0
331,1.15E-07
332,3.82E-08
333,0
334,5.59E-08
335,0
336,3.23E-08
337,2.76E-07
338,0
339,5.00E-08
340,0
341,0
342,0
343,4.26E-07
344,0
345,0
346,0
347,2.06E-07
348,0
349,0
350,0
351,2.94E-09
352,0
353,0
354,3.53E-08
355,0
356,0
357,0
358,0
359,0
360,1.47E-08
361,2.32E-07
362,1.76E-08
363,0
364,0
365,3.53E-08
366,0
367,4.12E-08
368,8.82E-09
369,0
370,0
371,0
372,0
373,5.88E-09
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,1.91E-07
383,7.35E-08
384,7.06E-08
385,0
386,0
387,0
388,0
389,2.94E-09
390,4.76E-07
391,0
392,0
393,2.06E-08
394,0
395,0
396,0
397,0
398,0
399,2.06E-08
400,0
401,0
402,0
403,0
404,0
405,0
406,1.18E-08
407,0
408,0
409,0
410,0
411,0
412,4.41E-08
413,0
414,0
415,0
416,0
417,0
418,0
419,5.88E-08
420,4.35E-07
421,5.73E-07
422,7.06E-08
423,2.94E-09
424,0
425,5.88E-09
426,0
427,1.47E-08
428,2.94E-09
429,0
430,0
431,0
432,0
433,0
434,0
435,5.88E-09
436,2.94E-09
437,4.00E-07
438,5.14E-07
439,2.12E-07
440,0
441,0
442,0
443,0
444,0
445,0
446,6.47E-08
447,4.97E-07
448,0
449,0
450,3.82E-08
451,0
452,0
453,4.91E-07
454,7.14E-07
455,2.65E-08
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,1.76E-07
465,0
466,0
467,0
468,0
469,0
470,0
471,1.06E-07
472,6.17E-08
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,2.94E-09
481,2.94E-08
482,1.76E-08
483,8.82E-09
484,0
485,0
486,0
487,0
488,1.76E-08
489,0
490,0
491,5.88E-09
492,0
493,3.03E-07
494,0
495,0
496,0
497,1.76E-08
498,0
499,6.47E-08
500,0
501,0
502,0
503,2.00E-07
504,1.53E-07
505,0
506,0
507,0
508,0
509,0
510,0
511,4.41E-08
512,2.65E-08
513,0
514,8.82E-09
515,0
516,0
517,1.73E-07
518,0
519,0
520,0
521,2.03E-07
522,2.68E-07
523,0
524,0
525,9.70E-08
526,8.82E-08
527,0
528,2.56E-07
529,2.94E-09
530,0
531,0
532,2.06E-08
533,8.82E-09
534,0
535,0
536,0
537,0
538,0
539,6.47E-08
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,2.94E-09
551,0
552,0
553,0
554,0
555,0
556,3.38E-07
557,0
558,0
559,2.65E-08
560,2.65E-08
561,0
562,9.11E-08
563,0
564,0
565,0
566,0
567,1.12E-07
568,0
569,1.26E-07
570,2.35E-08
571,2.94E-09
572,0
573,0
574,0
575,1.18E-08
576,0
577,0
578,0
579,0
580,0
581,0
582,1.47E-08
583,0
584,0
585,0
586,2.35E-08
587,5.88E-09
588,0
589,2.23E-07
590,4.12E-08
591,0
592,1.76E-08
593,1.56E-07
594,0
595,0
596,2.94E-09
597,0
598,0
599,4.23E-07
600,1.97E-07
601,1.18E-07
602,5.88E-08
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,5.29E-08
612,0
613,0
614,0
615,0
616,2.06E-08
617,0
618,0
619,0
620,0
621,1.26E-07
622,0
623,0
624,5.29E-08
625,5.88E-09
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,2.94E-09
635,5.59E-08
636,2.29E-07
637,0
638,1.21E-07
639,6.73E-07
640,0
641,2.94E-09
642,4.12E-08
643,5.29E-08
644,4.23E-07
645,2.94E-09
646,0
647,0
648,0
649,0
650,0
651,0
652,1.18E-07
653,3.76E-07
654,0
655,0
656,0
657,0
658,0
659,2.65E-08
660,0
661,0
662,0
663,1.18E-08
664,5.88E-09
665,8.82E-08
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,3.47E-07
674,1.32E-07
675,0
676,0
677,2.12E-07
678,1.18E-08
679,3.53E-08
680,0
681,0
682,0
683,0
684,0
685,2.94E-08
686,3.94E-07
687,0
688,0
689,0
690,0
691,5.88E-09
692,0
693,0
694,0
695,7.64E-08
696,0
697,0
698,0
699,8.82E-09
700,3.44E-07
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,6.94E-07
712,2.35E-08
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,2.94E-09
721,2.94E-09
722,0
723,0
724,0
725,7.64E-08
